id,tweet,sarcastic,rephrase,dialect
1624,ونقوم ولا شيئ يوقفنا لا أبو جهل جهله يحرفنا ولا أبو لهب هيخوفنا ماحناش ضعاف قلالات حيلة آه ياجميلة  عمار وسيد,0,,egypt
1625,خطاب عاجل إلى وزير التعليم: مدرسة الشهيد أحمد كمال في طنطا مأساة التعامل مع أسر شهداء الثورة:,0,,egypt
1626,682  الراتب مايكفي الحاجة  الاتحاد  الهلال  النصر  الاهلي  مرسي,0,,gulf
1627,تهنئة لكل طالب وطالبة قضوا ما يزيد عن 150 يوماً معتصمين وواجهوا كل انواع التنكيل  جامعة النيل,0,,msa
1628,ايه اكتر اغنيه عجبتكم من الفنانه  غادة رجب في برنامج  احلي مسا مع النجمه  فيفي عبده و النجم  هشام عباس ؟,0,,egypt
1629,اللي يشوفك يتمنى يكون مثلك واللي يعرفك يحترمك ويحبك واللي يسمع عنك يتمنى يقابلك !  حاول ,0,,msa
1630, الأقصر مدينة خضراء,0,,msa
1631,فى  عظمتك ملقتش كتييييير  بتكسب و تفرح  الملايين  الاهلى,0,,egypt
1632,ولا يفتح الباب للفوضى والفراغ إن نحن أحسنا إدارة عمليات وضع الدستور وانتخاب الرئيس,0,,msa
1633,لماذا نتمسك بانتخابات تحت اشراف دولي ؟! أقرأ المقال كاملا …,0,,msa
1634,باعلان الهدنة يعني ان الحكومة بدات التعاطي مع افكار  كيري وتحديد مدة الهدنة ب48 ساعة يعني اختبار للذهاب لتنفيذ الخطوات الاخرى .. اليمن,0,,msa
1635,كل الناس شيفنا حبايب إلا عنيكى وأنا من خوفى لتبعدى عنى بخبى عليكى  عمرو دياب,0,,egypt
1636, اللهم🙌🏼انصر  حلب  سوريا المظلومةوانتقم لأطفالهاونسائها من ظالمهم وشتت شمل عدوهم  ايران و  روسيا و  حزب الله وجنودهم اجمعينوانصر من يذودعنها ,0,,msa
1637, العثور على عنكبوت  الباب المسحور  النادر في الصين  المطبخ الاخباري  فلسطين ,0,,msa
1638, شكرًا فرنسا لما فعلتيه من اجل حلب ولما تفعليه من اجل سورية . مواطن حلبي ,0,,msa
1639,حبس الصحفي اسلام عفيفي بتهمة إهانة الرئيس امر مشين ومرفوض وهو أسوا ما يمكن ان يبدأ به الرئيس مرسي ولايته اين وعود الرئيس عن حرية الصحافة,0,,msa
1640, روسيا تطوق مشروع باريس بشأن حلب بفيتو ومشروع جديد ,0,,msa
1641,براءة مبارك في قتل المتظاهرين كانت في جلسة 15 أبريل 2013 يعني في عز حكم الإخوان ولم يتم الإستئناف,0,,egypt
1642, المتحدث باسم الخارجية الاميركية جون كيربي: جميع جيران  العراق ينبغي ان يحترموا سيادته والقوات التركية ليست جزءا من  التحالف الدولي. ,0,,egypt
1643, ان كان  سكوت  العرب هو ما  يبيد   حلب فما الذي أباد ويبيد مدن  العراق  ليبيا  اليمن سوى الأنظمة العميلة في  الخليج؟؟ حلب تباد بسكوت العرب؟؟ ,0,,msa
1644,مشاهد مؤلمة لاستمرار الجيش المصري في تفجير منازل اهالي رفح شمال  سيناء  حسبنا الله ونعم الوكيل,0,,msa
1645,في حالة تشاور مستمر حول الخطوة القادمة من اجل توافق وطنى على حكومة الانقاذ مع السيد حمدين صباحي ود البرادعي  ,0,,msa
1646,الى من يعتبر الاخوان سلميين شاهد الان ضحايا اعتداءات الاخوان الوحشية على الابرياء في بين السرايات مع الاستاذ وائل الابراشي اخوان مجرمون,0,,msa
1647, التهديدات التي تواجهها دول حلف الناتو ودول الخليج العربية هي تهديدات مشتركة منطلقها (ايران ) فلماذا لا نتعاون مع الناتو ؟ ,0,,msa
1648, اللهم اجعله غيثا نافعا وارحم الشهداء وارفع عن بلادنا البلاء يارافع السماء 👐 بنغازي ,0,,msa
1649,  فلسطينقبل قليل:مصرع مواطنة جراء انفجار اسطوانة غاز في منزلها بيطا جنوب الخليل. ,0,,msa
1650, في  لبنان وزارة للمرأة يترأسها الوزير جان اوغاسبيان. 😊😎😁 ,0,,msa
1651, تركيا تنفي عقد اي صفقة سرية مع موسكو حول مستقبل سوريا وتشدد على موقفها بشأن رحيل الاسد! ,0,,msa
1652,كيف تتشدق بهذا الدستور؟,0,,msa
1653, الحمد لله على نعمة الإسلام وقائد الحزم سلمان 💚فالاختلاط لا يطعم فقيرا و لا يحمي ضعيفا و لا يستر عاريا بل يفضح !  ماذا لو المدارس مختلطه ,0,,msa
1654,السيدة  فيروز 81 عامًا,0,,egypt
1655, صحى عيون الناس محبوبى قبل الكل ❤🙈  فيروز 😍😍 ,0,,levant
1656,عقبالنا :))),0,,egypt
1657,راسي يعورن ابي ايفون ٧,0,,gulf
1658,انا مستعد للقيام بأي دور لخدمة الوطن حفاظا على التضحية التى قدمها الشهداء وحماية لمطالب الثورة,0,,msa
1659,الرئيس سعد الحريري :  في ذكرى اغتيال الصديق جبران تويني، نظل على قسمه بأن نبقى موحدين دفاعا عن  وطننا، وفاء لـ 14 آذار ولكل شهدائنا. لبنان,0,,msa
1660,كوز درة مشوي مكمورة في الغيط وعبد الحليم بيغني جانا الهوى  ,0,,egypt
1661,د عبد المنعم أبو الفتوح على قناة الحرة: أنا ضد مظاهرات ماسبيرو و ضد المظاهرات أمام الكنائس,0,,msa
1662, اعتراف انا مبخفش من اى حاجة تتخيلها  حقيقة  اه والله,0,,egypt
1663,  الجوف و  الحدود الشماليه امطار هذه الليله وصباح الغد ... وثلوج محتمله على بعض مناطق المملكه ..   طقس العرب ,0,,egypt
1664, ﺷﺎﻳﻒ ﺍﻟﺒﺤﺮ ﺷﻮ ﻛﺒﻴﺮ؟ ... ﻛﺒﺮ ﺍﻟﺒﺤﺮ ﺑﺤﺒﻚﺷﺎﻳﻒ ﺍﻟﺴﻤﺎ ﺷﻮ ﺑﻌﻴﺪﺓ؟ ... ﺑﻌﺪ ﺍﻟﺴﻤﺎ ﺑﺤﺒﻚ فيروز 🎁💝🎂 من قلبي سلام لفيروز ,0,,levant
1665, مبروك ل هيلارى كلنتون للرئاسة امريكا ,0,,msa
1666,باحييكي من كل قلبي على الكتاب الرائع المهم الجميل والغني بتفاصيله الحزينة والموجعة والمدهشةلو كان عصير الكتب موجود كنت احتفلت بيه,0,,egypt
1667, عميد بلدية  سرت مختار المعداني يناشد المجتمع الدولي تقديم الدعم وتوفير المعدات اللازمة للفرق المختصة في انتشال الجثث من تحت الركام. ,0,,msa
1668,  حياتنا عباره عن قال شيخ الإسلام ابن تيمية رحمه الله تعالى   القلوب الصادقة والأدعية الصالحة هي العسكر الذي لا يغلب . ستبقى حلب ,0,,msa
1669,افضل مباراة تنس شاهدتهابدون ترتيبفيدرر مونفيس امريكا2014فافرينكا نوفاك رولان2015فيدرر نوفاك امريكا2015نادال مونفيس مونتي كارلو2016,0,,msa
1670,قرار رئيس الجمهورية بعودة البرلمان للانعقاد صحيح و التنفيذ الصحيح لحكم المحكمة الدستورية يكون في الإنتخابات القادمة,0,,msa
1671,ابو الفتوح علي التحرير الان حوار قوي جدا  ,0,,msa
1672,الحمد لله حققنا مستهدف حملة ال21 يوم لمحو الأمية شكرا لشباب صناع الحياة و لكل شركاء الحملة يا رب أعنا على,0,,egypt
1673,يا غنوة مبتكملش يا دمع يا محبوس ليه كل ما أحلم حلم بقى يتقلبلى كابوس  محمد محسن,0,,egypt
1674, الاصلاحيون فرحو ع سحل القذافي وشجعو الناتو والطائرات الاماراتيه والقطريه وهي تقصف قواته والان مايدرون عن الشعب الليبي اللي يعاني من داعش ,0,,msa
1675,أكلاشيه رقم 4 : تمكين الشباب و كنداراجع نتائج انتخابات بريطانيا و أمريكا و النمسا,0,,egypt
1676,   لغز الحياة  مصطفي محمود  البرنس,0,,msa
1677,سوري الرابط اهه,0,,egypt
1678,ربي إني استودعتك حياتي فلا تجعل مرها يسقيني و لا حلوها يلهيني,0,,msa
1679,ابغى اصادق وحده تشبه هاري بوتر بمدرستي وهي اكبر مني الي تعرف كيف تجي خاص تقولي بليز💔💔,0,,gulf
1680,ابراهيم عيسى سيحاكم بتهمة ازدراء الاسلام ؟ عيسى قدم فهما عميقا للدين لا يتوفر عند المرشد من يزدري الاسلام هو من يكذب ويزور ويظلم يا بديع,0,,egypt
1681, ريال مدريد هو نادي الكُرة الأرضية ! 😍😍 انشيلوتي ❤طبعا و الاهلي 💕 😍 ,0,,msa
1682,  الأمم المتحدة تنتظر موافقة  دمشق و  موسكو على هدنة جديدة في  حلب. ,0,,msa
1683, حسيت بيقين جوها ممرره زي اغاني جستن بيبر بس كل ما سمعتها كذا يرجع لي حماس الافلام لأن الايقاع الاساسي نفسه.. صوت جونقكوك جميل فيها ,0,,msa
