,tweet
2010,Oscar just snatched the drink of a drunk girl who kept spilling on Chan's pedal She barely noticed
2011,4 0 this morning 0 1 this afternoon Luck possibly changing
2012,RIP John Hughes
2013,Listen I get that it’s #BettyWhite’s birthday today and good for her but it’s also #JamesEarlJones’s birthday and I feel like that need more attention The man is a legend
2014,FaceTimed with my parent last night while they were with my 6 year old nephew I’ve been missing him like crazy worried about being away from him for month so I asked him if he remembers me His response I always will ❤️❤️❤️
2015,Listen while folding method save a lot of space and it doe it doesn’t save a lot of time If you have multiple shirt of the same color you have to unfold each of them to see what’s on the front
2016,I don’t get the whole Bishop Sycamore thing I literally have nightmare about being a grown man and playing high school football again I don’t get why anybody would choose to do that willingly
2017,Can anybody explain why all hotel shampoo smell like the taste of grape flavored medicine
2018,Philip Rivers would be extremely entertaining a an announcer
2019,Fuck an Insomniac developed Wolverine game Someone REALLY want me to get a PS5 Probably the corporation sigh
2020,Tchia is adorable and look like a sleeper hit
2021,I love professional wrestling y'all
2022,tbh do I even have to come out a gay I feel like my whole existence just speaks for itself
2023,very exited to be fully vaxxed tmrw not very excited to be sore 😂
2024,FUCK JACOB FREY
2025,just got an A in my actuarial mathematics course if that doesnt prove the power of manifestation idk what will
2026,my math prof is so fucked up for giving u a midterm tmrw i am unwell
2027,ik it’s for the best but wow RIP to my italy study abroad trip beyond wonderland my 21st bday edc and now red rock show 😔
2028,did SM change the DCM thumbnail
2029,when i wa younger i wa restricted to one hour a day on the computer how did i survive
2030,i think when pack go on sale i will buy Get Together and Paranormal 🤔 i wa actually kind of disappointed with the gameplay i saw in Paranormal but recently i've been craving new career so
2031,happy international lesbian day i love loving woman 😍
2032,what the fuck is this game everyone is talking about all of a sudden
2033,also why do boy gotta carry around gallon jug full of water get a cute reusable water bottle and stop being so dramatic
2034,Chris Krebs There is no foreign power that is flipping vote There's no domestic actor flipping vote I did it right We did it right This wa a secure election
2035,So that whole stay at home for Thanksgiving thing Not happening took me 1 5 hour to drive to work instead of my usual 45 minute ARGH
2036,Michigan certified Biden trump lost again in the PA court and the official transition is finally going to begin Happy Thanksgiving
2037,in elementary school my parent gave me money for a book and i came home with a beta fish
2038,my current mood is scooby doo in velma’s orange sweater and daphne’s gogo boot
2039,i found out about a cat antique shop in wichita fall today and i can’t stop thinking about it
2040,What an incredible race #Formula1
2041,Why doe the commentator keep calling Adrian Alisson
2042,Can we sign haaland please or any st who can shoot Drop Bobby into the mid We need goal not pass
2043,Take half a minion ecstasy and call me in the morning
2044,Idk if this is controversial but food in ATL is better than food in LA 🥸
2045,Idk how ppl discus their mental health issue openly on the internet
2046,Can’t beat a Carry On film 😊
2047,Just want to say well done to every single person who ha received their A Level result today ❤️
2048,So sad to hear about Sarah Harding Life is way too short ❤️
2049,Everytime I exit and reopen the Instagram app it freeze
2050,POV you walk into my room at 2am and I'm crawling around on all four because someone on TikTok did it and had super buff arm
2051,I keep seeing people with knockoff skzoo plushies and I just hope they know they're fake one
2052,Another day another elementary math equation that people are arguing the answer in the comment on my Facebook feed
2053,Random thought how are butt dial and booty call such different thing yet so similar in wordage
2054,We are an evolved people seriously can we figure out how to make bathroom door without a two inch crack so I don’t make eye contact with anyone else while pant le
2055,This might be the worst government in living memory The fact they are still polling ahead must therefore mean we have the worst opposition in living memory
2056,I will be gigging tonight at The Swan in the Rushes in Loughborough
2057,I don't follow the Women's Super League because my team aren't in Southampton have built their women's team from grassroots and youth up rather than just buying their way into the elite I am proud of them for that
2058,I've done Christmas alone before and this is the way to do it Eat what you want drink what and however much or little a you want Watch a much TV and watch whatever you want Walk sleep read do whatever you want to do own the day it will be what you make it
2059,I made a thing My first attempt at mixed medium steampunk style a a gift to 14 year of not killing each other I'm kind of happy with this one #anniversary #happy #mixedmedia #steampunk #myart
2060,If you don't eat meat or just fancy a meatless meal I'd recommend this it's delicious I made it last night and a there are two of u and lot of pie we're having it again tonight # vegetarian
